YEAR,HR,DT,MN,DPT,WBT,DBT,Normal_Temp
2014,60,2,10,22.7,25.0,30.0,33.1
2014,60,3,10,26.7,27.6,30.0,33.1
2014,60,4,10,21.8,24.0,28.6,33.1
2014,60,5,10,25.8,27.0,30.0,33.1
2014,60,6,10,23.1,24.6,27.8,33.1
2014,60,7,10,22.2,22.8,24.0,33.1
2014,60,8,10,23.4,25.0,28.6,33.1
2014,60,9,10,24.6,26.0,29.2,33.1
2014,60,10,10,24.1,25.6,29.0,33.1
2014,60,11,10,23.9,25.6,29.4,33.1
2014,60,12,10,24.8,26.2,29.6,33.1
2014,60,13,10,23.2,25.0,29.0,33.1
2014,60,14,10,25.4,26.4,28.8,33.1
2014,60,15,10,24.9,26.4,30.0,33.1
2014,60,16,10,25.0,26.6,30.4,33.1
2014,60,17,10,25.9,27.0,29.8,33.1
2014,60,18,10,21.0,24.0,30.0,33.1
2014,60,19,10,24.3,25.6,28.6,33.1
2014,60,20,10,23.8,25.8,30.4,33.1
2014,60,21,10,24.3,26.0,30.0,33.1
2014,60,22,10,22.5,25.2,31.0,33.1
2014,60,23,10,24.3,26.0,30.0,33.1
2014,60,24,10,21.2,24.0,29.6,33.1
2014,60,25,10,18.5,21.0,25.4,33.1
2014,60,26,10,20.0,22.6,27.6,33.1
2014,60,28,10,22.1,24.0,28.0,33.1
2014,60,29,10,22.1,24.0,28.0,33.1
2014,60,30,10,21.4,23.0,26.2,33.1
2014,60,31,10,21.1,23.4,28.0,33.1
2014,72,1,10,23.0,24.0,26.2,33.1
2014,72,2,10,21.6,23.4,27.0,33.1
2014,72,3,10,22.9,25.0,29.6,33.1
2014,72,4,10,23.5,24.4,26.4,33.1
2014,72,5,10,24.2,25.4,28.2,33.1
2014,72,6,10,23.0,24.0,26.2,33.1
2014,72,7,10,22.5,23.4,25.2,33.1
2014,72,8,10,24.5,25.4,27.4,33.1
2014,72,9,10,24.3,25.4,27.8,33.1
2014,72,10,10,24.7,25.4,27.0,33.1
2014,72,11,10,23.3,24.2,26.2,33.1
2014,72,12,10,25.6,26.4,28.4,33.1
2014,72,13,10,22.6,23.4,25.0,33.1
2014,72,14,10,25.2,25.6,26.6,33.1
2014,72,15,10,25.7,26.4,28.2,33.1
2014,72,16,10,25.2,26.0,28.0,33.1
2014,72,17,10,25.5,26.2,27.8,33.1
2014,72,18,10,21.4,23.0,26.2,33.1
2014,72,19,10,24.5,25.4,27.4,33.1
2014,72,20,10,24.6,25.6,27.8,33.1
2014,72,21,10,24.3,25.4,28.0,33.1
2014,72,22,10,23.5,24.6,27.0,33.1
2014,72,23,10,22.8,24.4,27.8,33.1
2014,72,24,10,20.4,23.0,28.0,33.1
2014,72,25,10,17.8,20.6,25.4,33.1
2014,72,26,10,20.5,22.4,26.0,33.1
2014,72,27,10,22.5,23.4,25.2,33.1
2014,72,28,10,22.1,23.0,24.8,33.1
2014,72,29,10,21.8,23.0,25.4,33.1
2014,72,30,10,21.7,22.6,24.4,33.1
2014,72,31,10,20.7,22.0,24.4,33.1
2014,84,1,10,23.0,23.6,24.8,33.1
2014,84,2,10,22.4,23.6,26.0,33.1
2014,84,3,10,22.1,23.6,26.6,33.1
2014,84,4,10,22.7,24.8,29.4,33.1
2014,84,5,10,23.3,24.0,25.6,33.1
2014,84,6,10,23.8,25.0,27.6,33.1
2014,84,7,10,23.4,24.4,26.6,33.1
2014,84,8,10,22.7,23.2,24.2,33.1
2014,84,9,10,24.5,25.0,26.4,33.1
2014,84,10,10,24.1,24.8,26.4,33.1
2014,84,11,10,23.7,24.4,26.0,33.1
2014,84,12,10,23.4,24.0,25.2,33.1
2014,84,13,10,24.8,25.4,26.8,33.1
2014,84,14,10,22.2,23.0,24.6,33.1
2014,84,15,10,23.5,24.0,25.0,33.1
2014,84,16,10,25.3,25.8,27.0,33.1
2014,84,17,10,24.7,25.4,27.0,33.1
2014,84,18,10,24.6,25.4,27.2,33.1
2014,84,19,10,21.8,23.0,25.4,33.1
2014,84,20,10,24.3,25.0,26.6,33.1
2014,84,21,10,24.0,24.6,26.0,33.1
2014,84,22,10,24.1,25.0,27.0,33.1
2014,84,23,10,22.8,24.0,26.6,33.1
2014,84,24,10,22.9,24.0,26.4,33.1
2014,84,25,10,21.9,23.6,27.0,33.1
2014,84,26,10,18.0,20.6,25.0,33.1
2014,84,27,10,21.2,22.6,25.4,33.1
2014,84,28,10,21.1,22.0,23.8,33.1
2014,84,29,10,21.2,22.0,23.6,33.1
2014,84,30,10,21.7,22.8,25.0,33.1
2014,84,31,10,19.7,20.6,22.2,33.1
2014,0,1,11,19.1,20.0,21.6,33.4
2014,0,2,11,20.5,21.0,22.0,33.4
2014,0,3,11,19.3,20.2,21.8,33.4
2014,0,4,11,21.3,22.0,23.4,33.4
2014,0,5,11,20.3,21.0,22.2,33.4
2014,0,6,11,23.3,24.0,25.6,33.4
2014,0,7,11,19.6,20.2,21.2,33.4
2014,0,8,11,17.1,19.0,22.0,33.4
2014,0,9,11,16.6,18.4,21.2,33.4
2014,0,10,11,15.0,19.4,26.2,33.4
2014,0,11,11,22.2,23.2,25.2,33.4
2014,0,12,11,23.5,24.0,25.0,33.4
2014,0,13,11,23.5,24.0,25.0,33.4
2014,0,14,11,22.8,24.0,26.6,33.4
2014,0,15,11,23.5,24.0,25.0,33.4
2014,0,16,11,22.0,23.4,26.2,33.4
2014,0,17,11,21.9,23.4,26.4,33.4
2014,0,18,11,23.5,24.0,25.0,33.4
2014,0,19,11,22.9,24.0,26.4,33.4
2014,0,20,11,23.0,24.0,26.2,33.4
2014,0,21,11,18.2,20.0,23.0,33.4
2014,0,22,11,19.1,19.6,20.6,33.4
2014,0,23,11,19.8,20.6,22.0,33.4
2014,0,24,11,17.6,20.0,24.0,33.4
2014,0,25,11,18.5,20.2,23.2,33.4
2014,0,26,11,18.2,20.0,23.0,33.4
2014,0,27,11,16.9,17.8,19.2,33.4
2014,0,28,11,18.0,18.6,19.6,33.4
2014,0,29,11,17.6,18.6,20.2,33.4
2014,12,1,11,19.4,21.4,25.0,33.4
2014,12,2,11,20.4,22.0,25.0,33.4
2014,12,3,11,18.2,21.4,27.0,33.4
2014,12,4,11,20.3,22.0,25.2,33.4
2014,12,5,11,20.0,21.8,25.2,33.4
2014,12,6,11,23.0,24.0,26.4,33.4
2014,12,7,11,20.0,21.4,24.0,33.4
2014,12,8,11,18.5,21.0,25.4,33.4
2014,12,9,11,23.1,24.0,26.0,33.4
2014,12,10,11,15.4,20.0,27.2,33.4
2014,12,11,11,22.0,23.8,27.6,33.4
2014,12,12,11,24.0,25.0,27.2,33.4
2014,12,13,11,22.6,24.6,28.8,33.4
2014,12,14,11,22.1,24.0,28.0,33.4
2014,12,15,11,22.6,23.6,25.6,33.4
2014,12,16,11,22.6,24.0,27.0,33.4
2014,12,17,11,21.9,23.6,27.0,33.4
2014,12,18,11,23.8,25.0,27.6,33.4
2014,12,19,11,22.5,24.4,28.4,33.4
2014,12,20,11,22.3,24.0,27.6,33.4
2014,12,21,11,20.0,22.0,25.8,33.4
2014,12,22,11,18.9,21.0,24.8,33.4
2014,12,23,11,20.2,21.0,22.4,33.4
2014,12,24,11,16.8,20.4,26.4,33.4
2014,12,25,11,16.0,20.0,26.4,33.4
2014,12,26,11,16.3,20.0,26.0,33.4
2014,12,27,11,16.8,19.4,23.6,33.4
2014,12,28,11,18.4,20.0,22.8,33.4
2014,12,29,11,18.9,19.6,20.8,33.4
2014,12,30,11,18.8,19.6,21.0,33.4
2014,24,1,11,15.5,22.8,34.0,33.4
2014,24,2,11,16.6,23.0,34.2,33.4
2014,24,3,11,17.8,23.4,33.6,33.4
2014,24,4,11,16.2,22.6,33.6,33.4
2014,24,5,11,15.8,22.2,33.0,33.4
2014,24,6,11,18.1,23.2,32.6,33.4
2014,24,8,11,17.3,23.0,33.2,33.4
2014,24,9,11,12.6,21.0,33.6,33.4
2014,24,10,11,15.7,22.4,33.8,33.4
2014,24,11,11,20.5,24.8,33.6,33.4
2014,24,12,11,24.2,27.0,33.6,33.4
2014,24,13,11,21.0,25.4,34.6,33.4
2014,24,14,11,20.8,24.0,30.4,33.4
2014,24,15,11,23.0,24.6,28.0,33.4
2014,24,16,11,22.9,25.6,31.6,33.4
2014,24,17,11,21.9,25.4,33.0,33.4
2014,24,18,11,21.9,25.6,33.6,33.4
2014,24,19,11,22.0,25.6,33.4,33.4
2014,24,20,11,17.3,23.0,33.2,33.4
2014,24,21,11,17.3,22.8,32.6,33.4
2014,24,22,11,17.3,22.6,32.0,33.4
2014,24,23,11,18.4,23.0,31.4,33.4
2014,24,24,11,14.9,21.6,32.4,33.4
2014,24,25,11,16.6,22.4,32.4,33.4
2014,24,26,11,16.5,22.4,32.6,33.4
2014,24,27,11,14.5,21.4,32.4,33.4
2014,24,28,11,13.9,21.2,32.6,33.4
2014,24,29,11,18.1,22.0,29.0,33.4
2014,24,30,11,13.5,20.6,31.4,33.4
2014,36,1,11,18.6,24.4,35.6,33.4
2014,36,2,11,19.3,24.4,34.4,33.4
2014,36,3,11,16.7,23.6,36.0,33.4
2014,36,4,11,20.2,25.2,35.4,33.4
2014,36,5,11,19.0,24.4,34.8,33.4
2014,36,6,11,21.9,25.4,33.0,33.4
2014,36,7,11,19.7,24.4,33.6,33.4
2014,36,8,11,19.7,24.4,33.6,33.4
2014,36,9,11,13.8,22.0,35.0,33.4
2014,36,10,11,21.0,25.2,34.0,33.4
2014,36,11,11,22.4,26.0,34.0,33.4
2014,36,12,11,21.7,25.6,34.0,33.4
2014,36,13,11,22.4,26.2,34.6,33.4
2014,36,14,11,21.0,24.6,32.0,33.4
2014,36,15,11,23.4,24.4,26.6,33.4
2014,36,16,11,22.9,25.4,31.0,33.4
2014,36,17,11,23.5,26.4,33.0,33.4
2014,36,18,11,24.0,27.0,34.0,33.4
2014,36,19,11,24.2,27.0,33.6,33.4
2014,36,20,11,18.5,23.8,33.8,33.4
2014,36,21,11,17.6,22.8,32.2,33.4
2014,36,22,11,20.4,24.6,33.0,33.4
2014,36,23,11,20.0,24.4,33.2,33.4
2014,36,24,11,20.4,25.0,34.4,33.4
2014,36,25,11,14.2,22.0,34.6,33.4
2014,36,26,11,12.3,21.0,34.0,33.4
2014,36,27,11,15.8,22.2,33.0,33.4
2014,36,28,11,17.4,23.0,33.0,33.4
2014,36,29,11,12.8,21.0,33.4,33.4
2014,36,30,11,11.3,20.6,34.0,33.4
2014,48,1,11,21.7,24.6,30.6,33.4
2014,48,2,11,17.3,22.6,32.0,33.4
2014,48,3,11,19.2,23.6,32.0,33.4
2014,48,4,11,17.3,22.6,32.0,33.4
2014,48,5,11,20.6,24.0,30.8,33.4
2014,48,6,11,21.5,24.4,30.4,33.4
2014,48,7,11,20.1,23.6,30.4,33.4
2014,48,8,11,18.7,23.0,31.0,33.4
2014,48,9,11,18.7,23.0,31.0,33.4
2014,48,10,11,20.6,24.0,30.8,33.4
2014,48,11,11,24.0,26.2,31.2,33.4
2014,48,12,11,23.7,26.0,31.2,33.4
2014,48,13,11,22.7,25.6,32.0,33.4
2014,48,14,11,20.6,24.0,30.8,33.4
2014,48,15,11,23.5,24.4,26.4,33.4
2014,48,16,11,23.0,25.0,29.4,33.4
2014,48,17,11,23.0,25.4,30.6,33.4
2014,48,18,11,23.3,25.6,30.8,33.4
2014,48,19,11,23.0,25.6,31.4,33.4
2014,48,20,11,20.6,24.0,30.8,33.4
2014,48,21,11,20.3,23.6,30.0,33.4
2014,48,22,11,20.8,24.0,30.4,33.4
2014,48,23,11,20.5,23.6,29.8,33.4
2014,48,24,11,18.3,22.6,30.4,33.4
2014,48,25,11,20.1,23.6,30.4,33.4
2014,48,26,11,19.3,23.0,30.0,33.4
2014,48,27,11,18.1,22.2,29.6,33.4
2014,48,28,11,19.3,23.0,30.0,33.4
2014,48,29,11,21.7,24.4,30.0,33.4
2014,48,30,11,18.2,22.4,30.0,33.4
2014,60,1,11,23.0,24.4,27.4,33.4
2014,60,2,11,16.9,21.6,29.6,33.4
2014,60,3,11,19.3,23.0,30.0,33.4
2014,60,4,11,22.3,24.4,28.8,33.4
2014,60,5,11,21.6,24.0,29.0,33.4
2014,60,6,11,19.4,22.4,28.0,33.4
2014,60,7,11,18.2,22.0,28.8,33.4
2014,60,8,11,20.6,23.4,29.0,33.4
2014,60,9,11,19.3,22.6,28.8,33.4
2014,60,10,11,20.9,23.6,29.0,33.4
2014,60,11,11,24.1,25.6,29.0,33.4
2014,60,12,11,24.5,26.0,29.6,33.4
2014,60,13,11,22.7,25.0,30.0,33.4
2014,60,14,11,21.1,23.6,28.6,33.4
2014,60,15,11,23.3,24.0,25.6,33.4
2014,60,16,11,23.0,24.6,28.0,33.4
2014,60,17,11,22.6,24.6,28.8,33.4
2014,60,18,11,22.7,25.0,30.0,33.4
2014,60,19,11,21.7,24.4,30.0,33.4
2014,60,20,11,19.9,23.0,29.0,33.4
2014,60,21,11,20.4,23.0,28.0,33.4
2014,60,23,11,19.7,22.6,28.0,33.4
2014,60,24,11,21.1,23.0,28.0,33.4
2014,60,25,11,20.4,23.0,28.0,33.4
2014,60,26,11,20.8,23.2,28.0,33.4
2014,60,27,11,17.0,20.4,26.0,33.4
2014,60,28,11,20.1,22.4,26.8,33.4
2014,60,29,11,19.9,22.0,26.0,33.4
2014,60,30,11,17.9,21.2,27.0,33.4
2014,72,1,11,21.7,22.8,25.0,33.4
2014,72,2,11,19.5,21.2,24.2,33.4
2014,72,3,11,21.8,23.2,26.0,33.4
2014,72,4,11,21.2,22.2,24.2,33.4
2014,72,5,11,21.4,22.6,25.0,33.4
2014,72,6,11,20.2,21.4,23.6,33.4
2014,72,7,11,16.6,19.6,24.4,33.4
2014,72,8,11,20.8,22.4,25.4,33.4
2014,72,9,11,21.5,23.0,26.0,33.4
2014,72,10,11,22.9,24.2,27.0,33.4
2014,72,11,11,24.1,25.0,27.0,33.4
2014,72,12,11,24.1,25.0,27.0,33.4
2014,72,13,11,22.5,24.6,29.0,33.4
2014,72,14,11,23.0,24.6,28.0,33.4
2014,72,15,11,22.1,23.4,26.0,33.4
2014,72,16,11,24.2,25.0,26.8,33.4
2014,72,17,11,23.7,25.0,28.0,33.4
2014,72,18,11,24.5,25.6,28.2,33.4
2014,72,19,11,23.2,24.4,27.0,33.4
2014,72,20,11,20.6,22.0,24.6,33.4
2014,72,21,11,19.7,21.0,23.4,33.4
2014,72,22,11,21.9,22.6,24.0,33.4
2014,72,23,11,21.0,22.0,24.0,33.4
2014,72,24,11,20.6,22.0,24.6,33.4
2014,72,25,11,21.1,22.4,25.0,33.4
2014,72,26,11,19.2,20.6,23.0,33.4
2014,72,27,11,18.4,19.6,21.6,33.4
2014,72,28,11,19.5,20.6,22.6,33.4
2014,72,29,11,18.8,20.2,22.6,33.4
2014,72,30,11,17.8,19.4,22.0,33.4
2014,84,1,11,20.2,21.0,22.4,33.4
2014,84,2,11,20.5,21.4,23.0,33.4
2014,84,3,11,20.1,21.0,22.6,33.4
2014,84,4,11,22.3,23.0,24.4,33.4
2014,84,5,11,21.1,22.0,23.8,33.4
2014,84,6,11,23.0,24.0,26.2,33.4
2014,84,7,11,19.9,21.0,23.0,33.4
2014,84,8,11,17.8,19.6,22.6,33.4
2014,84,9,11,18.4,20.0,22.8,33.4
2014,84,10,11,18.3,20.2,23.4,33.4
2014,84,11,11,22.1,23.2,25.4,33.4
2014,84,12,11,23.7,24.4,26.0,33.4
2014,84,13,11,24.1,24.6,25.8,33.4
2014,84,14,11,22.5,24.0,27.2,33.4
2014,84,15,11,22.6,24.0,27.0,33.4
2014,84,16,11,21.9,23.4,26.4,33.4
2014,84,17,11,23.2,24.2,26.4,33.4
2014,84,18,11,23.7,24.4,26.0,33.4
2014,84,19,11,23.3,24.6,27.4,33.4
2014,84,20,11,23.4,24.6,27.2,33.4
2014,84,21,11,20.6,21.8,24.0,33.4
2014,84,22,11,19.8,20.6,22.0,33.4
2014,84,23,11,21.9,22.6,24.0,33.4
2014,84,24,11,20.0,21.0,22.8,33.4
2014,84,25,11,20.0,21.0,22.8,33.4
2014,84,26,11,20.5,21.4,23.0,33.4
2014,84,27,11,18.7,19.4,20.6,33.4
2014,84,28,11,18.2,19.0,20.4,33.4
2014,84,29,11,19.2,20.0,21.4,33.4
2014,84,30,11,18.5,19.4,21.0,33.4
2014,0,1,12,15.1,16.8,19.2,31.9
2014,0,2,12,13.5,16.0,19.4,31.9
2014,0,3,12,16.5,18.4,21.4,31.9
2014,0,4,12,18.5,19.4,21.0,31.9
2014,0,5,12,12.6,16.4,21.4,31.9
2014,0,6,12,13.4,16.4,20.4,31.9
2014,0,7,12,14.8,16.2,18.2,31.9
2014,0,8,12,16.0,17.0,18.4,31.9
2014,0,9,12,16.0,17.2,19.0,31.9
2014,0,10,12,18.5,19.0,20.6,31.9
2014,0,11,12,19.1,20.0,21.6,31.9
2014,0,12,12,21.9,22.4,23.4,31.9
2014,0,13,12,22.1,22.4,23.0,31.9
2014,0,14,12,17.0,18.0,19.4,31.9
2014,0,15,12,10.2,12.0,14.0,31.9
2014,0,16,12,6.4,14.2,22.4,31.9
2014,0,17,12,10.3,15.6,22.0,31.9
2014,0,18,12,10.3,15.0,20.6,31.9
2014,0,19,12,5.1,13.6,22.0,31.9
2014,0,20,12,13.8,16.4,20.0,31.9
2014,0,21,12,14.8,17.0,20.2,31.9
2014,0,22,12,15.3,16.0,17.0,31.9
2014,0,23,12,13.4,14.6,16.2,31.9
2014,0,24,12,15.7,16.4,17.4,31.9
2014,0,25,12,16.0,16.6,17.4,31.9
2014,0,26,12,12.7,16.6,21.8,31.9
2014,0,27,12,8.7,15.0,22.2,31.9
2014,0,28,12,9.3,14.4,20.2,31.9
2014,0,29,12,11.4,13.6,16.2,31.9
2014,0,30,12,15.7,16.4,17.4,31.9
2014,0,31,12,16.6,17.4,18.6,31.9
2014,12,1,12,13.0,17.4,23.4,31.9
2014,12,2,12,13.1,17.6,23.8,31.9
2014,12,3,12,15.0,19.0,25.0,31.9
2014,12,4,12,15.5,19.4,25.4,31.9
2014,12,5,12,12.4,17.4,24.2,31.9
2014,12,6,12,12.5,17.0,23.0,31.9
2014,12,7,12,14.8,17.4,21.2,31.9
2014,12,8,12,16.4,17.6,19.4,31.9
2014,12,9,12,17.1,18.6,21.0,31.9
2014,12,10,12,18.8,20.0,22.0,31.9
2014,12,11,12,19.9,21.0,23.0,31.9
2014,12,12,12,23.5,24.0,25.0,31.9
2014,12,13,12,21.9,22.6,24.0,31.9
2014,12,14,12,16.7,18.0,20.6,31.9
2014,12,15,12,7.3,12.6,18.0,31.9
2014,12,16,12,6.9,14.4,22.4,31.9
2014,12,17,12,9.7,15.6,22.6,31.9
2014,12,18,12,9.9,15.0,21.0,31.9
2014,12,19,12,5.0,14.0,23.0,31.9
2014,12,20,12,10.3,16.4,24.0,31.9
2014,12,21,12,13.8,16.4,20.0,31.9
2014,12,22,12,14.5,16.6,19.6,31.9
2014,12,23,12,14.2,15.4,17.0,31.9
2014,12,24,12,15.2,16.2,17.6,31.9
2014,12,25,12,16.5,17.2,18.2,31.9
2014,12,26,12,12.7,17.0,22.8,31.9
2014,12,27,12,8.9,15.0,22.0,31.9
2014,12,28,12,8.5,14.4,21.0,31.9
2014,12,29,12,8.5,14.4,21.0,31.9
2014,12,30,12,17.0,17.8,19.0,31.9
2014,12,31,12,15.8,16.6,17.8,31.9
2014,24,1,12,12.0,19.6,30.4,31.9
2014,24,2,12,13.8,22.0,32.2,31.9
2014,24,3,12,14.8,21.4,32.0,31.9
2014,24,4,12,16.4,22.0,31.6,31.9
2014,24,5,12,12.5,20.6,32.6,31.9
2014,24,6,12,11.6,20.0,32.0,31.9
2014,24,7,12,10.0,19.4,32.0,31.9
2014,24,8,12,11.3,20.2,32.8,31.9
2014,24,9,12,13.9,21.0,32.0,31.9
2014,24,10,12,20.5,24.4,31.6,31.9
2014,24,11,12,19.8,23.4,30.4,31.9
2014,24,12,12,23.8,25.6,29.6,31.9
2014,24,13,12,21.9,24.0,28.4,31.9
2014,24,14,12,9.3,17.6,28.0,31.9
2014,24,16,12,9.7,18.0,28.6,31.9
2014,24,17,12,10.6,17.4,26.2,31.9
2014,24,18,12,9.7,17.6,27.6,31.9
2014,24,19,12,8.2,17.6,29.0,31.9
2014,24,20,12,10.9,19.0,30.0,31.9
2014,24,21,12,11.4,19.0,29.4,31.9
2014,24,22,12,9.3,18.0,29.0,31.9
2014,24,23,12,13.8,19.6,28.2,31.9
2014,24,24,12,12.7,19.4,29.0,31.9
2014,24,25,12,14.9,20.4,29.0,31.9
2014,24,26,12,12.7,19.4,29.0,31.9
2014,24,27,12,9.3,17.6,28.0,31.9
2014,24,28,12,8.7,17.4,28.0,31.9
2014,24,29,12,8.7,17.4,28.0,31.9
2014,24,30,12,18.1,21.0,26.0,31.9
2014,24,31,12,13.9,18.8,26.0,31.9
2014,36,1,12,11.5,20.4,33.2,31.9
2014,36,2,12,13.8,22.0,35.0,31.9
2014,36,3,12,19.0,24.0,33.6,31.9
2014,36,4,12,18.9,23.8,33.2,31.9
2014,36,5,12,11.6,21.0,34.8,31.9
2014,36,6,12,9.2,20.0,34.4,31.9
2014,36,7,12,12.6,21.0,33.6,31.9
2014,36,8,12,15.4,22.0,33.0,31.9
2014,36,9,12,18.5,23.2,32.0,31.9
2014,36,10,12,20.5,24.4,32.2,31.9
2014,36,11,12,22.0,25.0,31.4,31.9
2014,36,12,12,23.8,26.0,31.0,31.9
2014,36,13,12,21.8,24.6,30.4,31.9
2014,36,14,12,9.3,18.0,29.0,31.9
2014,36,15,12,4.4,17.0,30.6,31.9
2014,36,16,12,11.6,20.0,32.0,31.9
2014,36,17,12,12.1,19.4,29.8,31.9
2014,36,18,12,9.3,18.6,30.6,31.9
2014,36,19,12,13.9,21.0,32.0,31.9
2014,36,20,12,10.9,19.0,30.0,31.9
2014,36,21,12,11.2,20.0,32.4,31.9
2014,36,22,12,11.8,19.6,30.6,31.9
2014,36,23,12,11.8,19.0,29.0,31.9
2014,36,24,12,17.0,22.0,30.6,31.9
2014,36,25,12,17.2,22.0,30.4,31.9
2014,36,26,12,10.0,19.4,32.0,31.9
2014,36,27,12,8.5,18.4,30.8,31.9
2014,36,28,12,8.7,18.4,30.6,31.9
2014,36,29,12,12.2,19.6,30.2,31.9
2014,36,30,12,18.7,21.8,27.4,31.9
2014,36,31,12,13.6,19.4,28.0,31.9
2014,48,1,12,14.0,20.6,30.8,31.9
2014,48,2,12,19.9,23.4,30.2,31.9
2014,48,3,12,18.6,22.6,30.0,31.9
2014,48,4,12,19.2,22.6,29.0,31.9
2014,48,5,12,18.1,22.4,30.2,31.9
2014,48,6,12,17.4,22.0,30.0,31.9
2014,48,8,12,19.4,22.8,29.2,31.9
2014,48,9,12,17.8,22.0,29.4,31.9
2014,48,10,12,19.9,23.0,29.0,31.9
2014,48,12,12,24.1,25.6,29.0,31.9
2014,48,13,12,21.6,23.6,27.6,31.9
2014,48,14,12,10.7,17.6,26.6,31.9
2014,48,15,12,11.2,18.0,27.0,31.9
2014,48,16,12,15.4,21.0,30.0,31.9
2014,48,17,12,12.1,19.6,29.0,31.9
2014,48,18,12,11.6,19.0,29.2,31.9
2014,48,19,12,14.1,20.0,29.0,31.9
2014,48,20,12,12.3,19.0,28.4,31.9
2014,48,21,12,15.9,20.6,28.2,31.9
2014,48,22,12,14.7,20.0,28.2,31.9
2014,48,23,12,17.5,21.0,27.0,31.9
2014,48,24,12,17.5,21.0,27.0,31.9
2014,48,25,12,18.3,21.6,27.4,31.9
2014,48,26,12,15.8,20.4,27.8,31.9
2014,48,27,12,15.3,20.0,27.4,31.9
2014,48,28,12,10.5,18.0,27.8,31.9
2014,48,29,12,13.2,19.0,27.4,31.9
2014,48,30,12,17.8,20.6,25.4,31.9
2014,48,31,12,13.5,18.0,24.4,31.9
2014,60,1,12,17.5,21.0,27.0,31.9
2014,60,2,12,18.8,21.4,26.0,31.9
2014,60,3,12,18.2,21.6,27.6,31.9
2014,60,4,12,18.8,22.0,27.8,31.9
2014,60,5,12,16.7,20.6,27.0,31.9
2014,60,6,12,18.9,22.0,27.6,31.9
2014,60,7,12,18.9,21.6,26.4,31.9
2014,60,8,12,17.0,20.0,25.0,31.9
2014,60,9,12,18.9,21.4,25.8,31.9
2014,60,10,12,20.7,22.6,26.2,31.9
2014,60,11,12,22.6,23.4,23.4,31.9
2014,60,12,12,24.0,25.0,27.2,31.9
2014,60,13,12,21.5,23.0,26.0,31.9
2014,60,14,12,7.4,15.0,23.4,31.9
2014,60,15,12,10.5,16.0,22.8,31.9
2014,60,16,12,17.2,19.4,23.0,31.9
2014,60,17,12,15.7,18.0,21.4,31.9
2014,60,18,12,13.5,18.0,24.4,31.9
2014,60,19,12,15.8,19.6,25.6,31.9
2014,60,20,12,19.2,21.4,25.4,31.9
2014,60,21,12,19.0,21.2,25.2,31.9
2014,60,22,12,15.9,19.0,23.8,31.9
2014,60,23,12,15.9,19.0,23.8,31.9
2014,60,24,12,18.2,20.0,23.0,31.9
2014,60,25,12,17.3,20.0,24.4,31.9
2014,60,26,12,16.1,19.6,25.2,31.9
2014,60,27,12,12.5,17.6,24.6,31.9
2014,60,28,12,14.8,18.4,23.8,31.9
2014,60,29,12,14.6,18.4,24.0,31.9
2014,60,30,12,18.5,20.6,24.2,31.9
2014,60,31,12,13.5,17.4,22.8,31.9
2014,72,1,12,16.0,18.4,22.0,31.9
2014,72,2,12,17.7,19.6,22.8,31.9
2014,72,3,12,19.3,21.0,24.0,31.9
2014,72,4,12,19.8,21.0,23.2,31.9
2014,72,5,12,17.6,19.4,22.4,31.9
2014,72,6,12,19.7,20.6,22.2,31.9
2014,72,7,12,16.2,18.2,21.2,31.9
2014,72,8,12,16.6,18.4,21.2,31.9
2014,72,9,12,19.5,20.6,22.6,31.9
2014,72,10,12,20.5,21.6,23.6,31.9
2014,72,11,12,22.6,23.4,25.0,31.9
2014,72,12,12,24.1,24.6,25.8,31.9
2014,72,13,12,20.7,22.0,24.4,31.9
2014,72,14,12,10.4,14.6,19.6,31.9
2014,72,15,12,10.6,14.0,18.0,31.9
2014,72,16,12,12.3,16.4,21.8,31.9
2014,72,17,12,12.1,16.8,23.0,31.9
2014,72,18,12,13.1,15.8,19.4,31.9
2014,72,19,12,14.6,17.4,21.4,31.9
2014,72,20,12,18.2,19.6,22.0,31.9
2014,72,21,12,17.7,18.8,20.6,31.9
2014,72,22,12,13.0,15.6,19.0,31.9
2014,72,23,12,16.8,18.0,19.8,31.9
2014,72,24,12,17.7,18.6,20.0,31.9
2014,72,25,12,15.8,17.0,18.8,31.9
2014,72,26,12,13.2,17.0,22.2,31.9
2014,72,27,12,13.8,16.6,20.4,31.9
2014,72,28,12,15.6,17.2,19.6,31.9
2014,72,29,12,15.6,17.4,20.0,31.9
2014,72,30,12,17.9,19.6,22.4,31.9
2014,72,31,12,13.8,17.0,21.4,31.9
2014,84,1,12,17.8,19.0,21.0,31.9
2014,84,2,12,15.1,17.0,19.8,31.9
2014,84,3,12,18.2,19.4,21.4,31.9
2014,84,4,12,18.8,20.0,22.0,31.9
2014,84,5,12,14.6,18.2,23.4,31.9
2014,84,6,12,17.8,19.0,21.0,31.9
2014,84,7,12,19.3,20.0,21.2,31.9
2014,84,8,12,17.1,18.0,19.4,31.9
2014,84,9,12,17.0,18.0,19.6,31.9
2014,84,10,12,19.5,20.4,22.0,31.9
2014,84,11,12,20.1,21.6,22.6,31.9
2014,84,12,12,22.4,23.0,24.2,31.9
2014,84,13,12,21.3,22.6,25.2,31.9
2014,84,14,12,20.0,21.0,22.8,31.9
2014,84,15,12,9.6,14.0,19.0,31.9
2014,84,16,12,6.3,14.0,22.0,31.9
